USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
MO	29001950100	656445401	2014636	     253.455	       0.778	 40.2111844	 -92.4679350                                                                                                                     
MO	29001950200	701302809	990671	     270.775	       0.383	 40.1667196	 -92.7260826                                                                                                                      
MO	29001950300	21075751	0	       8.137	       0.000	 40.2253485	 -92.6145524                                                                                                                            
MO	29001950400	19673125	29338	       7.596	       0.011	 40.2187946	 -92.5581534                                                                                                                        
MO	29001950500	68944904	2433849	      26.620	       0.940	 40.1823975	 -92.6170570                                                                                                                      
MO	29001950900	1247701	0	       0.482	       0.000	 40.1948101	 -92.5740876                                                                                                                             
MO	29001951000	672407	0	       0.260	       0.000	 40.1851462	 -92.5806204                                                                                                                              
MO	29003010100	170966422	2127127	      66.011	       0.821	 39.8548391	 -94.7532819                                                                                                                     
MO	29003010200	101041517	1040164	      39.012	       0.402	 39.9665223	 -94.8223656                                                                                                                     
MO	29003010300	320406800	2014707	     123.710	       0.778	 39.9967674	 -94.9524197                                                                                                                     
MO	29003010400	528281516	4467943	     203.971	       1.725	 40.0162976	 -94.7139923                                                                                                                     
MO	29005950100	750262388	144113	     289.678	       0.056	 40.4155563	 -95.3207625                                                                                                                      
MO	29005950200	667200281	7215071	     257.607	       2.786	 40.4474777	 -95.5562913                                                                                                                     
MO	29007950100	32573214	129777	      12.577	       0.050	 39.3059738	 -91.4929857                                                                                                                       
MO	29007950200	1048451716	6318017	     404.809	       2.439	 39.2112573	 -91.7101339                                                                                                                    
MO	29007950300	611346915	3031867	     236.042	       1.171	 39.2270823	 -92.0886961                                                                                                                     
MO	29007950400	32179332	1075372	      12.425	       0.415	 39.1853125	 -91.8483307                                                                                                                      
MO	29007950500	22281271	265408	       8.603	       0.102	 39.1995863	 -91.9008486                                                                                                                       
MO	29007950600	16983277	123195	       6.557	       0.048	 39.1637826	 -91.9227806                                                                                                                       
MO	29007950700	29064569	937316	      11.222	       0.362	 39.1441034	 -91.8647962                                                                                                                       
MO	29009960100	717624262	11287022	     277.076	       4.358	 36.7446889	 -93.7084117                                                                                                                    
MO	29009960200	450268214	834797	     173.850	       0.322	 36.8218897	 -93.9382357                                                                                                                      
MO	29009960300	38910396	79158	      15.023	       0.031	 36.9012465	 -93.9312901                                                                                                                        
MO	29009960401	338109027	2071826	     130.545	       0.800	 36.5593070	 -93.9359366                                                                                                                     
MO	29009960402	203174716	333760	      78.446	       0.129	 36.6905507	 -93.9824979                                                                                                                      
MO	29009960500	174600145	127077	      67.413	       0.049	 36.6506628	 -93.8478857                                                                                                                      
MO	29009960600	92972620	18208382	      35.897	       7.030	 36.5385340	 -93.6447981                                                                                                                     
MO	29011960100	565978799	3819445	     218.526	       1.475	 37.4961682	 -94.1817568                                                                                                                     
MO	29011960200	919004252	7414444	     354.830	       2.863	 37.5116360	 -94.4531692                                                                                                                     
MO	29011960300	48084902	1201045	      18.566	       0.464	 37.4875768	 -94.2769516                                                                                                                      
MO	29013070100	717934300	3765745	     277.196	       1.454	 38.3468483	 -94.2333393                                                                                                                     
MO	29013070200	885198086	13258801	     341.777	       5.119	 38.2609582	 -94.5067354                                                                                                                    
MO	29013070300	29719656	422941	      11.475	       0.163	 38.2603479	 -94.3363133                                                                                                                       
MO	29013070400	534162954	20602957	     206.241	       7.955	 38.1327812	 -94.2198748                                                                                                                    
MO	29015460100	371373974	1139154	     143.388	       0.440	 38.4395461	 -93.1887875                                                                                                                     
MO	29015460200	292498176	877784	     112.934	       0.339	 38.4409510	 -93.4012306                                                                                                                      
MO	29015460300	174285304	21688966	      67.292	       8.374	 38.3261387	 -93.3947309                                                                                                                    
MO	29015460400	216350372	11553457	      83.533	       4.461	 38.3018235	 -93.1729187                                                                                                                    
MO	29015460700	247168587	73237268	      95.432	      28.277	 38.1487620	 -93.4320096                                                                                                                    
MO	29015460800	521787168	17083244	     201.463	       6.596	 38.1633313	 -93.2169213                                                                                                                    
MO	29017950100	643966213	1005127	     248.637	       0.388	 37.4776210	 -90.0135031                                                                                                                     
MO	29017950200	296513366	547011	     114.484	       0.211	 37.3076418	 -89.9827602                                                                                                                      
MO	29017950300	659887377	6975645	     254.784	       2.693	 37.1698368	 -90.0695364                                                                                                                     
MO	29019000200	896929	0	       0.346	       0.000	 38.9556764	 -92.3156673                                                                                                                              
MO	29019000300	1387622	0	       0.536	       0.000	 38.9448458	 -92.3141091                                                                                                                             
MO	29019000500	1247504	0	       0.482	       0.000	 38.9464648	 -92.3291378                                                                                                                             
MO	29019000600	4814960	13787	       1.859	       0.005	 38.9460982	 -92.3535674                                                                                                                         
MO	29019000700	2357509	0	       0.910	       0.000	 38.9582991	 -92.3523423                                                                                                                             
MO	29019000900	2896266	24204	       1.118	       0.009	 38.9660023	 -92.3273538                                                                                                                         
MO	29019001001	7473110	121315	       2.885	       0.047	 38.9440668	 -92.3028522                                                                                                                        
MO	29019001002	22947605	104863	       8.860	       0.040	 38.9294225	 -92.2684799                                                                                                                       
MO	29019001101	21974495	127526	       8.484	       0.049	 38.9025753	 -92.3094736                                                                                                                       
MO	29019001103	10455477	0	       4.037	       0.000	 38.9197147	 -92.3594004                                                                                                                            
MO	29019001104	24037434	122914	       9.281	       0.047	 38.8893770	 -92.3779643                                                                                                                       
MO	29019001201	5263928	131545	       2.032	       0.051	 38.9435519	 -92.3887135                                                                                                                        
MO	29019001202	6004951	0	       2.319	       0.000	 38.9295381	 -92.3779584                                                                                                                             
MO	29019001300	5359913	16795	       2.069	       0.006	 38.9648834	 -92.3833392                                                                                                                         
MO	29019001400	30553099	206868	      11.797	       0.080	 38.9910093	 -92.3601028                                                                                                                       
MO	29019001502	21111170	16917	       8.151	       0.007	 39.0044661	 -92.2697325                                                                                                                        
MO	29019001503	15772443	0	       6.090	       0.000	 39.0147952	 -92.2998103                                                                                                                            
MO	29019001504	9457066	0	       3.651	       0.000	 38.9852405	 -92.3096534                                                                                                                             
MO	29019001601	50662969	57999	      19.561	       0.022	 39.0005312	 -92.2175673                                                                                                                        
MO	29019001602	136194753	449413	      52.585	       0.174	 38.9320372	 -92.1885932                                                                                                                      
MO	29019001701	244986616	4245257	      94.590	       1.639	 38.7545048	 -92.2408962                                                                                                                     
MO	29019001702	199046441	4472262	      76.852	       1.727	 38.8276503	 -92.3459857                                                                                                                     
MO	29019001803	144820655	341090	      55.916	       0.132	 39.0049422	 -92.4620942                                                                                                                      
MO	29019001805	83390769	1631083	      32.197	       0.630	 38.9342125	 -92.4536101                                                                                                                      
MO	29019001901	290005358	776330	     111.972	       0.300	 39.1480707	 -92.4020585                                                                                                                      
MO	29019001902	349756209	1157052	     135.042	       0.447	 39.1294549	 -92.2353182                                                                                                                     
MO	29019002000	79111954	271980	      30.545	       0.105	 39.1929169	 -92.1589209                                                                                                                       
MO	29019002100	1820641	0	       0.703	       0.000	 38.9561335	 -92.3321647                                                                                                                             
MO	29019002200	1706225	0	       0.659	       0.000	 38.9379959	 -92.3211071                                                                                                                             
MO	29021000100	12881325	67119	       4.974	       0.026	 39.8069658	 -94.7913429                                                                                                                        
MO	29021000200	6359704	2574	       2.455	       0.001	 39.8086984	 -94.8282884                                                                                                                          
MO	29021000300	25888151	1185826	       9.995	       0.458	 39.7812216	 -94.8801016                                                                                                                      
MO	29021000400	1618994	187027	       0.625	       0.072	 39.7772517	 -94.8637859                                                                                                                        
MO	29021000500	2760556	0	       1.066	       0.000	 39.7881155	 -94.8393315                                                                                                                             
MO	29021000600	5364099	12139	       2.071	       0.005	 39.7829282	 -94.8134736                                                                                                                         
MO	29021000701	8256468	32811	       3.188	       0.013	 39.7676719	 -94.7841473                                                                                                                         
MO	29021000702	4925968	47137	       1.902	       0.018	 39.7865306	 -94.7892852                                                                                                                         
MO	29021000900	2177624	0	       0.841	       0.000	 39.7675459	 -94.8253502                                                                                                                             
MO	29021001000	1213610	0	       0.469	       0.000	 39.7673731	 -94.8399593                                                                                                                             
MO	29021001100	1553131	11738	       0.600	       0.005	 39.7773372	 -94.8381777                                                                                                                         
MO	29021001200	1514154	0	       0.585	       0.000	 39.7714144	 -94.8521433                                                                                                                             
MO	29021001500	2382321	0	       0.920	       0.000	 39.7544009	 -94.8256022                                                                                                                             
MO	29021001600	1817706	0	       0.702	       0.000	 39.7545491	 -94.8096750                                                                                                                             
MO	29021001700	10578543	35243	       4.084	       0.014	 39.7340794	 -94.7760784                                                                                                                        
MO	29021001800	5476722	7579	       2.115	       0.003	 39.7364301	 -94.8186336                                                                                                                          
MO	29021002100	6159009	0	       2.378	       0.000	 39.7259727	 -94.8403633                                                                                                                             
MO	29021002200	14565189	78662	       5.624	       0.030	 39.7144148	 -94.7924886                                                                                                                        
MO	29021002300	5742604	0	       2.217	       0.000	 39.7069968	 -94.8471375                                                                                                                             
MO	29021002400	1238486	0	       0.478	       0.000	 39.7158431	 -94.8629362                                                                                                                             
MO	29021002500	3443076	0	       1.329	       0.000	 39.7048609	 -94.8756871                                                                                                                             
MO	29021002700	350267794	3981206	     135.239	       1.537	 39.6898354	 -94.6730597                                                                                                                     
MO	29021002800	278678068	2367382	     107.598	       0.914	 39.6132664	 -94.7925475                                                                                                                     
MO	29021002900	292461823	8164021	     112.920	       3.152	 39.6145352	 -94.9678407                                                                                                                     
MO	29021003000	9457041	991754	       3.651	       0.383	 39.7427768	 -94.8548290                                                                                                                        
MO	29023950100	355049995	4315257	     137.086	       1.666	 36.8564319	 -90.3568297                                                                                                                     
MO	29023950201	274223971	995152	     105.878	       0.384	 36.8410740	 -90.5647154                                                                                                                      
MO	29023950202	203693160	810315	      78.646	       0.313	 36.7105855	 -90.5445452                                                                                                                      
MO	29023950300	13929037	292	       5.378	       0.000	 36.7794053	 -90.4222169                                                                                                                          
MO	29023950400	5962771	1097	       2.302	       0.000	 36.7794997	 -90.3913428                                                                                                                          
MO	29023950500	22787547	359141	       8.798	       0.139	 36.7617135	 -90.3654367                                                                                                                       
MO	29023950600	469463585	2907326	     181.261	       1.123	 36.6439066	 -90.2514460                                                                                                                     
MO	29023950700	7394990	0	       2.855	       0.000	 36.7334270	 -90.3989371                                                                                                                             
MO	29023950800	11948457	5156	       4.613	       0.002	 36.7441621	 -90.4264715                                                                                                                         
MO	29023950900	434731727	1801036	     167.851	       0.695	 36.6033488	 -90.4408807                                                                                                                     
MO	29025950100	540891463	3648048	     208.839	       1.409	 39.6591250	 -93.8657954                                                                                                                     
MO	29025950200	563459028	4754150	     217.553	       1.836	 39.6548453	 -94.0927946                                                                                                                     
MO	29027070100	573047909	4833089	     221.255	       1.866	 38.9961490	 -91.8844761                                                                                                                     
MO	29027070200	572822198	9348284	     221.168	       3.609	 38.8334661	 -91.7623491                                                                                                                     
MO	29027070300	31220217	439265	      12.054	       0.170	 38.8513012	 -91.9235718                                                                                                                       
MO	29027070400	20297480	298040	       7.837	       0.115	 38.8478672	 -91.9631391                                                                                                                       
MO	29027070500	215562670	3294137	      83.229	       1.272	 38.8801630	 -92.0461695                                                                                                                     
MO	29027070600	471424191	5606754	     182.018	       2.165	 38.7438843	 -92.0211749                                                                                                                     
MO	29027070700	191244693	5837750	      73.840	       2.254	 38.6284082	 -92.0247339                                                                                                                     
MO	29027070800	85927753	3441056	      33.177	       1.329	 38.6432020	 -92.1557833                                                                                                                      
MO	29029950100	24050418	18384497	       9.286	       7.098	 38.1996218	 -92.7054294                                                                                                                     
MO	29029950200	43227746	14482015	      16.690	       5.592	 38.1309114	 -92.6704527                                                                                                                     
MO	29029950300	42752708	11565288	      16.507	       4.465	 38.0278805	 -92.8388454                                                                                                                     
MO	29029950400	49579140	7266131	      19.143	       2.805	 38.0536760	 -92.7681290                                                                                                                      
MO	29029950500	22197963	828673	       8.571	       0.320	 38.0069891	 -92.7574792                                                                                                                       
MO	29029950600	141053431	14210988	      54.461	       5.487	 38.0675566	 -92.6433461                                                                                                                    
MO	29029950700	269862657	26689938	     104.195	      10.305	 38.1433213	 -92.9667692                                                                                                                    
MO	29029950800	554063771	7231368	     213.925	       2.792	 37.9744196	 -92.8809740                                                                                                                     
MO	29029950900	447371011	275842	     172.731	       0.107	 37.9328657	 -92.5320065                                                                                                                      
MO	29029951100	49020269	19160289	      18.927	       7.398	 38.1058048	 -92.7598505                                                                                                                     
MO	29029951200	55854504	16251916	      21.566	       6.275	 38.1712666	 -92.8498008                                                                                                                     
MO	29031880100	436456404	5304400	     168.517	       2.048	 37.5245454	 -89.6693572                                                                                                                     
MO	29031880200	190420991	117235	      73.522	       0.045	 37.4256259	 -89.7712257                                                                                                                      
MO	29031880300	441152927	1265131	     170.330	       0.488	 37.2645520	 -89.7612606                                                                                                                     
MO	29031880400	39178407	43590	      15.127	       0.017	 37.3915652	 -89.6760249                                                                                                                        
MO	29031880500	33783095	27706	      13.044	       0.011	 37.3744597	 -89.6382372                                                                                                                        
MO	29031880600	189315061	6821917	      73.095	       2.634	 37.3970572	 -89.5237062                                                                                                                     
MO	29031880700	8207758	24097	       3.169	       0.009	 37.3412445	 -89.5441737                                                                                                                         
MO	29031880800	1590369	0	       0.614	       0.000	 37.3117866	 -89.5327128                                                                                                                             
MO	29031880900	3114215	816937	       1.202	       0.315	 37.3220530	 -89.5110162                                                                                                                        
MO	29031881000	1239558	509236	       0.479	       0.197	 37.3056621	 -89.5214905                                                                                                                        
MO	29031881100	3415856	0	       1.319	       0.000	 37.3143392	 -89.5449636                                                                                                                             
MO	29031881200	11729731	121279	       4.529	       0.047	 37.3386005	 -89.5713585                                                                                                                       
MO	29031881300	9473971	16238	       3.658	       0.006	 37.3218008	 -89.5787977                                                                                                                         
MO	29031881400	23566610	4441259	       9.099	       1.715	 37.2657821	 -89.5351199                                                                                                                      
MO	29031881500	103676413	665850	      40.030	       0.257	 37.2700019	 -89.6156110                                                                                                                      
MO	29031881600	2076823	0	       0.802	       0.000	 37.2975341	 -89.5442219                                                                                                                             
MO	29033960100	769818927	11770826	     297.229	       4.545	 39.4349640	 -93.3550794                                                                                                                    
MO	29033960200	976058899	5403589	     376.858	       2.086	 39.4258057	 -93.6299611                                                                                                                     
MO	29033960300	53183813	359020	      20.534	       0.139	 39.3526506	 -93.4934051                                                                                                                       
MO	29035960100	599533584	1811808	     231.481	       0.700	 36.9277092	 -90.8244149                                                                                                                     
MO	29035960200	714505664	2493440	     275.872	       0.963	 36.9451411	 -91.0814109                                                                                                                     
MO	29037060001	15736483	506275	       6.076	       0.195	 38.8388503	 -94.5806465                                                                                                                       
MO	29037060003	3034771	37185	       1.172	       0.014	 38.8226256	 -94.5033431                                                                                                                         
MO	29037060004	8814730	12444	       3.403	       0.005	 38.8313667	 -94.5150964                                                                                                                         
MO	29037060100	5013171	47566	       1.936	       0.018	 38.8322950	 -94.5495657                                                                                                                         
MO	29037060202	19534358	13213	       7.542	       0.005	 38.8037861	 -94.5711342                                                                                                                        
MO	29037060301	15252949	714720	       5.889	       0.276	 38.8195150	 -94.4751560                                                                                                                       
MO	29037060302	46727211	139459	      18.041	       0.054	 38.7897136	 -94.4304762                                                                                                                       
MO	29037060305	14191558	122941	       5.479	       0.047	 38.7778643	 -94.4769501                                                                                                                       
MO	29037060400	90057605	4155601	      34.771	       1.604	 38.7861938	 -94.3512169                                                                                                                      
MO	29037060500	192927574	1531762	      74.490	       0.591	 38.7585474	 -94.1957866                                                                                                                     
MO	29037060600	19966744	464104	       7.709	       0.179	 38.7926458	 -94.2649531                                                                                                                       
MO	29037060700	232427295	1627431	      89.741	       0.628	 38.6302433	 -94.1987234                                                                                                                     
MO	29037060800	243282550	898602	      93.932	       0.347	 38.6123778	 -94.4116068                                                                                                                      
MO	29037060904	8464185	203503	       3.268	       0.079	 38.6632351	 -94.3480854                                                                                                                        
MO	29037061001	135252744	507974	      52.221	       0.196	 38.7239212	 -94.5428222                                                                                                                      
MO	29037061002	62007291	209509	      23.941	       0.081	 38.7114236	 -94.4444446                                                                                                                       
MO	29037061100	343587321	2036587	     132.660	       0.786	 38.5701483	 -94.5169684                                                                                                                     
MO	29037061200	323353987	1701666	     124.848	       0.657	 38.5076800	 -94.2195067                                                                                                                     
MO	29037061300	17521262	56365	       6.765	       0.022	 38.7921541	 -94.5089370                                                                                                                        
MO	29037061400	7230390	64184	       2.792	       0.025	 38.6444227	 -94.3511655                                                                                                                         
MO	29039870100	955951208	27245455	     369.095	      10.520	 37.7336549	 -93.8500144                                                                                                                    
MO	29039870200	77037178	576193	      29.744	       0.222	 37.8610599	 -94.0153782                                                                                                                       
MO	29039870300	195918184	34780714	      75.644	      13.429	 37.6274154	 -93.8205755                                                                                                                    
MO	29041470100	894360349	20387328	     345.314	       7.872	 39.6213115	 -92.9848524                                                                                                                    
MO	29041470200	603495238	15638501	     233.011	       6.038	 39.4350217	 -93.0422262                                                                                                                    
MO	29041470300	447684418	4328786	     172.852	       1.671	 39.4085029	 -92.8068549                                                                                                                     
MO	29043020101	112889672	282102	      43.587	       0.109	 37.0426763	 -93.5500727                                                                                                                      
MO	29043020102	115252548	296120	      44.499	       0.114	 37.0445249	 -93.4402245                                                                                                                      
MO	29043020201	53506061	534093	      20.659	       0.206	 37.0537493	 -93.3554730                                                                                                                       
MO	29043020202	15515410	56808	       5.991	       0.022	 37.0675790	 -93.3101187                                                                                                                        
MO	29043020203	15547970	61218	       6.003	       0.024	 37.0690972	 -93.2781689                                                                                                                        
MO	29043020204	13708043	32317	       5.293	       0.012	 37.0190057	 -93.2875408                                                                                                                        
MO	29043020205	23096056	24043	       8.917	       0.009	 36.9999574	 -93.3121221                                                                                                                        
MO	29043020302	22773962	87229	       8.793	       0.034	 37.0283624	 -93.1702126                                                                                                                        
MO	29043020303	57806604	70830	      22.319	       0.027	 36.9695567	 -93.2225765                                                                                                                        
MO	29043020304	16940703	248492	       6.541	       0.096	 37.0130396	 -93.2374977                                                                                                                       
MO	29043020305	23158969	35931	       8.942	       0.014	 37.0630965	 -93.2428234                                                                                                                        
MO	29043020306	41518948	343167	      16.031	       0.132	 37.0535683	 -93.1958761                                                                                                                       
MO	29043020400	338201641	842382	     130.580	       0.325	 37.0207921	 -93.0369070                                                                                                                      
MO	29043020500	607327118	97833	     234.490	       0.038	 36.8900219	 -93.1218656                                                                                                                       
MO	29045950100	786465302	6067673	     303.656	       2.343	 40.4356008	 -91.8133944                                                                                                                     
MO	29045950200	402004776	11199193	     155.215	       4.324	 40.3459593	 -91.5892609                                                                                                                    
MO	29045950300	118677421	1206456	      45.822	       0.466	 40.4231523	 -91.7177740                                                                                                                     
MO	29047020201	4331132	3784	       1.672	       0.001	 39.1595476	 -94.5661529                                                                                                                          
MO	29047020202	6679832	0	       2.579	       0.000	 39.1738757	 -94.5893341                                                                                                                             
MO	29047020300	5574963	17809	       2.153	       0.007	 39.1904553	 -94.5726538                                                                                                                         
MO	29047020400	2776936	0	       1.072	       0.000	 39.1786542	 -94.5522179                                                                                                                             
MO	29047020500	5119095	15162	       1.976	       0.006	 39.1626227	 -94.5448286                                                                                                                         
MO	29047020602	5961628	535287	       2.302	       0.207	 39.1608843	 -94.5055498                                                                                                                        
MO	29047020603	3545439	0	       1.369	       0.000	 39.1875087	 -94.5055517                                                                                                                             
MO	29047020604	4664298	15866	       1.801	       0.006	 39.1773626	 -94.5135652                                                                                                                         
MO	29047020801	8816440	12424	       3.404	       0.005	 39.2223493	 -94.4734023                                                                                                                         
MO	29047020901	5482756	9163	       2.117	       0.004	 39.1926537	 -94.5350321                                                                                                                          
MO	29047020902	4063635	146795	       1.569	       0.057	 39.2099666	 -94.5146651                                                                                                                        
MO	29047021001	3297447	2927	       1.273	       0.001	 39.2021056	 -94.5739823                                                                                                                          
MO	29047021003	2539479	0	       0.980	       0.000	 39.2024717	 -94.5393956                                                                                                                             
MO	29047021004	2044038	0	       0.789	       0.000	 39.2031115	 -94.5557208                                                                                                                             
MO	29047021101	4602322	0	       1.777	       0.000	 39.2219902	 -94.5761198                                                                                                                             
MO	29047021102	4824053	9740	       1.863	       0.004	 39.2162890	 -94.5476846                                                                                                                          
MO	29047021103	3385556	0	       1.307	       0.000	 39.2290287	 -94.5484053                                                                                                                             
MO	29047021204	3085641	7006	       1.191	       0.003	 39.2081244	 -94.5932301                                                                                                                          
MO	29047021205	13962866	15983	       5.391	       0.006	 39.2560795	 -94.5425035                                                                                                                        
MO	29047021206	12983630	0	       5.013	       0.000	 39.2399585	 -94.5560543                                                                                                                            
MO	29047021207	4953600	4353	       1.913	       0.002	 39.2596439	 -94.5845676                                                                                                                          
MO	29047021208	5282701	11766	       2.040	       0.005	 39.2360216	 -94.5924440                                                                                                                         
MO	29047021303	19336245	12261	       7.466	       0.005	 39.2733058	 -94.5199945                                                                                                                        
MO	29047021305	9198094	37697	       3.551	       0.015	 39.2995050	 -94.5776471                                                                                                                         
MO	29047021306	8550454	13813	       3.301	       0.005	 39.2723161	 -94.5801071                                                                                                                         
MO	29047021307	8366566	11730	       3.230	       0.005	 39.2343809	 -94.4829190                                                                                                                         
MO	29047021309	12823221	52191	       4.951	       0.020	 39.2571866	 -94.4783780                                                                                                                        
MO	29047021310	12893970	9690	       4.978	       0.004	 39.2790035	 -94.4835039                                                                                                                         
MO	29047021401	10132901	0	       3.912	       0.000	 39.2654997	 -94.4145837                                                                                                                            
MO	29047021403	2870160	0	       1.108	       0.000	 39.2421032	 -94.4224115                                                                                                                             
