USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
IL	17001000100	12937185	22042	       4.995	       0.009	 39.9494928	 -91.3524345                                                                                                                        
IL	17001000201	3206338	0	       1.238	       0.000	 39.9561156	 -91.3866911                                                                                                                             
IL	17001000202	1514958	0	       0.585	       0.000	 39.9417364	 -91.3856554                                                                                                                             
IL	17001000400	4457602	218553	       1.721	       0.084	 39.9524634	 -91.4096233                                                                                                                        
IL	17001000500	1262516	0	       0.487	       0.000	 39.9435820	 -91.3985437                                                                                                                             
IL	17001000600	2730589	0	       1.054	       0.000	 39.9312981	 -91.3825672                                                                                                                             
IL	17001000700	1355938	238024	       0.524	       0.092	 39.9325684	 -91.4079983                                                                                                                        
IL	17001000800	2367243	970500	       0.914	       0.375	 39.9166430	 -91.4120040                                                                                                                        
IL	17001000900	1797928	0	       0.694	       0.000	 39.9155218	 -91.3996396                                                                                                                             
IL	17001001001	1629643	0	       0.629	       0.000	 39.9210276	 -91.3851084                                                                                                                             
IL	17001001002	3076703	0	       1.188	       0.000	 39.9088679	 -91.3876324                                                                                                                             
IL	17001001100	12840513	0	       4.958	       0.000	 39.9153086	 -91.3577026                                                                                                                            
IL	17001010100	574605966	17665186	     221.857	       6.821	 40.1138124	 -91.3281543                                                                                                                    
IL	17001010200	387531130	276967	     149.627	       0.107	 40.1081128	 -91.0341343                                                                                                                      
IL	17001010300	772047085	1339952	     298.089	       0.517	 39.8818992	 -91.0687749                                                                                                                     
IL	17001010400	176826473	259501	      68.273	       0.100	 39.9817277	 -91.2573158                                                                                                                      
IL	17001010500	48591218	10803018	      18.761	       4.171	 39.9991475	 -91.4212596                                                                                                                     
IL	17001010600	206193263	9990634	      79.612	       3.857	 39.8536482	 -91.3329959                                                                                                                     
IL	17003957600	282780003	5088846	     109.182	       1.965	 37.2939184	 -89.3521215                                                                                                                     
IL	17003957700	275565665	29944878	     106.397	      11.562	 37.1322588	 -89.3422085                                                                                                                    
IL	17003957800	41538930	4906094	      16.038	       1.894	 37.0610007	 -89.2058275                                                                                                                      
IL	17003957900	10112372	4297345	       3.904	       1.659	 36.9879616	 -89.1636803                                                                                                                      
IL	17005951200	250843606	3271859	      96.851	       1.263	 38.9687817	 -89.3645755                                                                                                                     
IL	17005951300	15731345	0	       6.074	       0.000	 38.8862489	 -89.3900338                                                                                                                            
IL	17005951400	327150600	209359	     126.314	       0.081	 38.9243591	 -89.5379748                                                                                                                      
IL	17005951500	391193157	2945135	     151.041	       1.137	 38.8040049	 -89.3970644                                                                                                                     
IL	17007010100	8929973	459708	       3.448	       0.177	 42.2675556	 -88.8523167                                                                                                                        
IL	17007010200	5266166	92270	       2.033	       0.036	 42.2487471	 -88.8324850                                                                                                                         
IL	17007010300	3938550	864	       1.521	       0.000	 42.2435995	 -88.8528182                                                                                                                           
IL	17007010400	216839072	751126	      83.722	       0.290	 42.2035845	 -88.8275388                                                                                                                      
IL	17007010500	138476081	781446	      53.466	       0.302	 42.3018251	 -88.8149926                                                                                                                      
IL	17007010601	265748925	401099	     102.606	       0.155	 42.4228772	 -88.8092898                                                                                                                      
IL	17007010602	87902803	852521	      33.939	       0.329	 42.3685178	 -88.8852332                                                                                                                       
IL	17009970400	775411261	4107588	     299.388	       1.586	 39.9720840	 -90.7145357                                                                                                                     
IL	17009970500	16107018	31720	       6.219	       0.012	 39.9764122	 -90.7567396                                                                                                                        
IL	17011964700	361103522	57849	     139.423	       0.022	 41.5301448	 -89.3248596                                                                                                                       
IL	17011964800	538653117	309721	     207.975	       0.120	 41.4918208	 -89.6937318                                                                                                                      
IL	17011964900	186950272	70934	      72.182	       0.027	 41.4381249	 -89.4587302                                                                                                                       
IL	17011965000	284049450	8123329	     109.672	       3.136	 41.3806062	 -89.3207034                                                                                                                     
IL	17011965100	45627140	26104	      17.617	       0.010	 41.3704558	 -89.1953291                                                                                                                        
IL	17011965200	15067554	1537799	       5.818	       0.594	 41.3238780	 -89.2152133                                                                                                                      
IL	17011965300	12549601	0	       4.845	       0.000	 41.3965120	 -89.4590526                                                                                                                            
IL	17011965400	27594407	0	      10.654	       0.000	 41.3550908	 -89.4517449                                                                                                                            
IL	17011965500	426481980	714128	     164.666	       0.276	 41.2631935	 -89.5472650                                                                                                                      
IL	17011965600	352708658	738546	     136.182	       0.285	 41.3202415	 -89.7471407                                                                                                                      
IL	17013951200	365980379	25919273	     141.306	      10.007	 39.3044540	 -90.7108656                                                                                                                    
IL	17013951300	291422490	51137891	     112.519	      19.744	 39.0147115	 -90.6240183                                                                                                                    
IL	17015960100	192318750	1632371	      74.255	       0.630	 42.1462688	 -89.7990338                                                                                                                     
IL	17015960200	353957127	31766457	     136.664	      12.265	 42.1216075	 -90.0794726                                                                                                                    
IL	17015960300	12025505	1981607	       4.643	       0.765	 42.0938437	 -90.1390680                                                                                                                      
IL	17015960400	115073081	37192	      44.430	       0.014	 42.0632219	 -89.9489340                                                                                                                       
IL	17015960500	289349108	29103	     111.718	       0.011	 42.0166445	 -89.7728471                                                                                                                       
IL	17015960600	189984239	20394721	      73.353	       7.874	 41.9676086	 -90.0138414                                                                                                                    
IL	17017960100	305560777	1053255	     117.978	       0.407	 39.9767511	 -90.0699742                                                                                                                     
IL	17017960200	236755923	298963	      91.412	       0.115	 39.9461927	 -90.2308629                                                                                                                      
IL	17017960300	425380577	18272123	     164.240	       7.055	 39.9892029	 -90.3735631                                                                                                                    
IL	17017960400	2245461	180183	       0.867	       0.070	 40.0056055	 -90.4354225                                                                                                                        
IL	17017960500	3403289	777023	       1.314	       0.300	 40.0266929	 -90.4146954                                                                                                                        
IL	17019000200	1415370	0	       0.546	       0.000	 40.1242035	 -88.2329099                                                                                                                             
IL	17019000301	456544	634	       0.176	       0.000	 40.1108444	 -88.2362187                                                                                                                            
IL	17019000302	427638	0	       0.165	       0.000	 40.1144692	 -88.2350976                                                                                                                              
IL	17019000401	254571	0	       0.098	       0.000	 40.1069934	 -88.2322789                                                                                                                              
IL	17019000402	323642	0	       0.125	       0.000	 40.1066171	 -88.2388973                                                                                                                              
IL	17019000500	1873100	0	       0.723	       0.000	 40.1052046	 -88.2508799                                                                                                                             
IL	17019000700	2574554	64	       0.994	       0.000	 40.1288451	 -88.2464073                                                                                                                            
IL	17019000800	12188755	56	       4.706	       0.000	 40.1510155	 -88.2476095                                                                                                                           
IL	17019000901	2742358	0	       1.059	       0.000	 40.1297772	 -88.2682959                                                                                                                             
IL	17019000902	19602821	139	       7.569	       0.000	 40.1349948	 -88.3242127                                                                                                                          
IL	17019001000	2507512	18780	       0.968	       0.007	 40.1168919	 -88.2713796                                                                                                                         
IL	17019001100	2600920	0	       1.004	       0.000	 40.1054765	 -88.2671806                                                                                                                             
IL	17019001201	3876322	0	       1.497	       0.000	 40.1056939	 -88.2906752                                                                                                                             
IL	17019001203	2587678	0	       0.999	       0.000	 40.0910877	 -88.2858083                                                                                                                             
IL	17019001204	7607009	0	       2.937	       0.000	 40.0693539	 -88.2899562                                                                                                                             
IL	17019001205	24104821	17404	       9.307	       0.007	 40.0824695	 -88.3304876                                                                                                                        
IL	17019001206	2512787	101680	       0.970	       0.039	 40.0924628	 -88.3047404                                                                                                                        
IL	17019001301	4265869	27803	       1.647	       0.011	 40.0906765	 -88.2605860                                                                                                                         
IL	17019001302	7480804	74171	       2.888	       0.029	 40.0723148	 -88.2654800                                                                                                                         
IL	17019001400	5681791	54887	       2.194	       0.021	 40.0758148	 -88.2427960                                                                                                                         
IL	17019005300	4615627	67778	       1.782	       0.026	 40.1304989	 -88.2164901                                                                                                                         
IL	17019005401	4768480	33763	       1.841	       0.013	 40.1259725	 -88.1956279                                                                                                                         
IL	17019005402	15049947	75646	       5.811	       0.029	 40.1314982	 -88.1567696                                                                                                                        
IL	17019005500	10090339	0	       3.896	       0.000	 40.1125165	 -88.1622587                                                                                                                            
IL	17019005600	20905405	331	       8.072	       0.000	 40.0882065	 -88.1521971                                                                                                                          
IL	17019005701	2610783	0	       1.008	       0.000	 40.0910553	 -88.2000743                                                                                                                             
IL	17019005702	17337213	44	       6.694	       0.000	 40.0620286	 -88.1760312                                                                                                                           
IL	17019005800	1437376	1529	       0.555	       0.001	 40.1051036	 -88.2132604                                                                                                                          
IL	17019005900	1311227	4848	       0.506	       0.002	 40.1064772	 -88.2226899                                                                                                                          
IL	17019006000	11204473	8420	       4.326	       0.003	 40.0793238	 -88.2213840                                                                                                                         
IL	17019010100	15157377	13421	       5.852	       0.005	 40.3337454	 -88.1424525                                                                                                                        
IL	17019010204	10761394	37906	       4.155	       0.015	 40.3077916	 -88.1670269                                                                                                                        
IL	17019010300	8448119	189145	       3.262	       0.073	 40.2947286	 -88.1453924                                                                                                                        
IL	17019010400	465132719	532734	     179.589	       0.206	 40.3109937	 -88.0733460                                                                                                                      
IL	17019010500	375359412	1265784	     144.927	       0.489	 40.3113361	 -88.3449086                                                                                                                     
IL	17019010601	33268132	617181	      12.845	       0.238	 40.2006003	 -88.4301854                                                                                                                       
IL	17019010603	50616548	120595	      19.543	       0.047	 40.1802248	 -88.3766234                                                                                                                       
IL	17019010604	258235276	86637	      99.705	       0.033	 40.1505783	 -88.3056170                                                                                                                       
IL	17019010700	281341126	613441	     108.626	       0.237	 40.1461844	 -88.0393249                                                                                                                      
IL	17019010800	414422424	1241748	     160.009	       0.479	 39.9597632	 -88.0616720                                                                                                                     
IL	17019010900	470153645	318575	     181.527	       0.123	 39.9756051	 -88.3148063                                                                                                                      
IL	17019011000	1898943	0	       0.733	       0.000	 40.1172908	 -88.2484973                                                                                                                             
IL	17019011100	1082934	6646	       0.418	       0.003	 40.1141060	 -88.2136070                                                                                                                          
IL	17021958100	372381647	97375	     143.777	       0.038	 39.7186016	 -89.2825938                                                                                                                       
IL	17021958200	230511313	9723799	      89.001	       3.754	 39.5867615	 -89.4347270                                                                                                                     
IL	17021958300	13429180	13820	       5.185	       0.005	 39.5623432	 -89.3004623                                                                                                                        
IL	17021958400	3204233	0	       1.237	       0.000	 39.5461718	 -89.3081815                                                                                                                             
IL	17021958500	4847382	0	       1.872	       0.000	 39.5480150	 -89.2789221                                                                                                                             
IL	17021958600	341778718	45461	     131.962	       0.018	 39.6051457	 -89.1502788                                                                                                                       
IL	17021958700	369691358	2319119	     142.739	       0.895	 39.4439023	 -89.1440635                                                                                                                     
IL	17021958800	3305101	0	       1.276	       0.000	 39.3832407	 -89.0744886                                                                                                                             
IL	17021958900	7068866	0	       2.729	       0.000	 39.3941123	 -89.0845983                                                                                                                             
IL	17021959000	491061081	4021934	     189.600	       1.553	 39.4403700	 -89.3885586                                                                                                                     
IL	17023060100	721189376	7344420	     278.453	       2.836	 39.3399603	 -87.6985863                                                                                                                     
IL	17023060200	28021083	102868	      10.819	       0.040	 39.3957120	 -87.6861184                                                                                                                       
IL	17023060300	137770208	696779	      53.193	       0.269	 39.3144929	 -87.9294383                                                                                                                      
IL	17023060400	411685890	662850	     158.953	       0.256	 39.4014828	 -87.9488238                                                                                                                      
IL	17025971900	458070990	442140	     176.862	       0.171	 38.8520088	 -88.4764526                                                                                                                      
IL	17025972000	436993923	2245574	     168.724	       0.867	 38.7405087	 -88.5044465                                                                                                                     
IL	17025972100	36662513	86914	      14.155	       0.034	 38.6707734	 -88.4758678                                                                                                                        
IL	17025972200	281231413	503623	     108.584	       0.194	 38.6404354	 -88.4901721                                                                                                                      
IL	17027900100	79140737	88997	      30.556	       0.034	 38.6178193	 -89.6559143                                                                                                                        
IL	17027900200	185677859	30672	      71.691	       0.012	 38.7043931	 -89.4878849                                                                                                                       
IL	17027900300	145399752	65769	      56.139	       0.025	 38.6188773	 -89.4925836                                                                                                                       
IL	17027900401	208599135	724558	      80.541	       0.280	 38.6463037	 -89.2016316                                                                                                                      
IL	17027900402	160161199	72468799	      61.839	      27.980	 38.6923212	 -89.3115440                                                                                                                    
IL	17027900500	181159677	594243	      69.946	       0.229	 38.5210746	 -89.3218531                                                                                                                      
IL	17027900601	79882541	110628	      30.843	       0.043	 38.5320127	 -89.5153928                                                                                                                       
IL	17027900602	187853224	1508669	      72.531	       0.583	 38.5199148	 -89.6206367                                                                                                                     
IL	17029000100	440736632	429671	     170.169	       0.166	 39.5875265	 -88.1688140                                                                                                                      
IL	17029000200	391812737	1643933	     151.280	       0.635	 39.5842125	 -88.4195523                                                                                                                     
IL	17029000300	12425329	0	       4.797	       0.000	 39.4967911	 -88.3903902                                                                                                                            
IL	17029000400	31438504	69412	      12.138	       0.027	 39.4990127	 -88.3151454                                                                                                                        
IL	17029000500	25373137	27015	       9.797	       0.010	 39.5053975	 -88.1999734                                                                                                                        
IL	17029000600	365111763	679648	     140.970	       0.262	 39.4700387	 -88.0932166                                                                                                                      
IL	17029000700	13788693	364935	       5.324	       0.141	 39.4809568	 -88.1433972                                                                                                                       
IL	17029000800	1969784	0	       0.761	       0.000	 39.4771763	 -88.1760261                                                                                                                             
IL	17029000900	13852415	1417220	       5.348	       0.547	 39.4708336	 -88.1892241                                                                                                                      
IL	17029001000	7434289	0	       2.870	       0.000	 39.4739163	 -88.3442382                                                                                                                             
IL	17029001100	4686248	0	       1.809	       0.000	 39.4675762	 -88.3746439                                                                                                                             
IL	17029001200	7829664	0	       3.023	       0.000	 39.4703633	 -88.3971610                                                                                                                             
IL	17031010100	381062	0	       0.147	       0.000	 42.0212617	 -87.6698442                                                                                                                              
IL	17031010201	504470	0	       0.195	       0.000	 42.0160076	 -87.6801485                                                                                                                              
IL	17031010202	351716	0	       0.136	       0.000	 42.0160503	 -87.6733216                                                                                                                              
IL	17031010300	472017	0	       0.182	       0.000	 42.0159407	 -87.6665351                                                                                                                              
IL	17031010400	548754	602605	       0.212	       0.233	 42.0064109	 -87.6588157                                                                                                                         
IL	17031010501	202151	0	       0.078	       0.000	 42.0094117	 -87.6639581                                                                                                                              
IL	17031010502	180367	0	       0.070	       0.000	 42.0045171	 -87.6633275                                                                                                                              
IL	17031010503	194275	0	       0.075	       0.000	 42.0003200	 -87.6631269                                                                                                                              
IL	17031010600	494956	0	       0.191	       0.000	 42.0062784	 -87.6676833                                                                                                                              
IL	17031010701	429680	0	       0.166	       0.000	 42.0091481	 -87.6786203                                                                                                                              
IL	17031010702	357548	0	       0.138	       0.000	 42.0090199	 -87.6727257                                                                                                                              
IL	17031020100	411315	0	       0.159	       0.000	 42.0157197	 -87.6871154                                                                                                                              
IL	17031020200	1241959	0	       0.480	       0.000	 42.0156903	 -87.6995191                                                                                                                             
IL	17031020301	825542	0	       0.319	       0.000	 42.0068651	 -87.7051865                                                                                                                              
IL	17031020302	639920	0	       0.247	       0.000	 42.0085406	 -87.6949634                                                                                                                              
IL	17031020400	555414	0	       0.214	       0.000	 42.0084869	 -87.6859126                                                                                                                              
IL	17031020500	771656	0	       0.298	       0.000	 42.0013129	 -87.6841982                                                                                                                              
IL	17031020601	591326	0	       0.228	       0.000	 42.0008746	 -87.7018025                                                                                                                              
IL	17031020602	492027	0	       0.190	       0.000	 42.0013156	 -87.6936373                                                                                                                              
IL	17031020701	591396	0	       0.228	       0.000	 41.9868915	 -87.7036897                                                                                                                              
IL	17031020702	704327	0	       0.272	       0.000	 41.9941256	 -87.7048939                                                                                                                              
IL	17031020801	655953	0	       0.253	       0.000	 41.9868081	 -87.6944149                                                                                                                              
IL	17031020802	644017	0	       0.249	       0.000	 41.9940592	 -87.6946306                                                                                                                              
IL	17031020901	484095	2818	       0.187	       0.001	 41.9950577	 -87.6864264                                                                                                                           
IL	17031020902	503216	0	       0.194	       0.000	 41.9942499	 -87.6786971                                                                                                                              
IL	17031030101	122359	115695	       0.047	       0.045	 41.9913475	 -87.6550420                                                                                                                         
IL	17031030102	113330	87128	       0.044	       0.034	 41.9930264	 -87.6550225                                                                                                                          
IL	17031030103	86632	101282	       0.033	       0.039	 41.9955241	 -87.6551527                                                                                                                          
IL	17031030104	110586	70440	       0.043	       0.027	 41.9973167	 -87.6559765                                                                                                                          
IL	17031030200	666197	0	       0.257	       0.000	 41.9944414	 -87.6652300                                                                                                                              
IL	17031030300	314151	0	       0.121	       0.000	 41.9943875	 -87.6725348                                                                                                                              
IL	17031030400	346487	0	       0.134	       0.000	 41.9869515	 -87.6720788                                                                                                                              
IL	17031030500	618132	0	       0.239	       0.000	 41.9872260	 -87.6649359                                                                                                                              
IL	17031030601	142180	110657	       0.055	       0.043	 41.9888802	 -87.6549042                                                                                                                         
IL	17031030603	116000	0	       0.045	       0.000	 41.9854762	 -87.6583979                                                                                                                              
IL	17031030604	174698	109054	       0.067	       0.042	 41.9856712	 -87.6528374                                                                                                                         
IL	17031030701	69878	0	       0.027	       0.000	 41.9827453	 -87.6579659                                                                                                                               
IL	17031030702	8299	0	       0.003	       0.000	 41.9806894	 -87.6548217                                                                                                                                
IL	17031030703	198288	0	       0.077	       0.000	 41.9788748	 -87.6578708                                                                                                                              
IL	17031030706	395784	186155	       0.153	       0.072	 41.9804564	 -87.6509730                                                                                                                         
IL	17031030800	567414	0	       0.219	       0.000	 41.9799123	 -87.6641880                                                                                                                              
IL	17031030900	408716	0	       0.158	       0.000	 41.9797951	 -87.6714454                                                                                                                              
IL	17031031000	424895	0	       0.164	       0.000	 41.9724370	 -87.6711094                                                                                                                              
IL	17031031100	549966	0	       0.212	       0.000	 41.9726684	 -87.6638662                                                                                                                              
IL	17031031200	326474	0	       0.126	       0.000	 41.9727092	 -87.6573410                                                                                                                              
IL	17031031300	632172	466785	       0.244	       0.180	 41.9737631	 -87.6465284                                                                                                                         
IL	17031031400	1489274	1040213	       0.575	       0.402	 41.9584475	 -87.6424095                                                                                                                       
IL	17031031501	160449	0	       0.062	       0.000	 41.9672853	 -87.6524500                                                                                                                              
IL	17031031502	161701	0	       0.062	       0.000	 41.9636326	 -87.6523656                                                                                                                              
IL	17031031700	477478	0	       0.184	       0.000	 41.9654466	 -87.6631954                                                                                                                              
IL	17031031800	235150	0	       0.091	       0.000	 41.9670114	 -87.6706209                                                                                                                              
IL	17031031900	257670	0	       0.099	       0.000	 41.9633740	 -87.6701841                                                                                                                              
IL	17031032100	431027	0	       0.166	       0.000	 41.9581538	 -87.6530179                                                                                                                              
IL	17031040100	1972512	29163	       0.762	       0.011	 41.9854807	 -87.6829955                                                                                                                         
IL	17031040201	721413	0	       0.279	       0.000	 41.9725804	 -87.6940005                                                                                                                              
IL	17031040202	588656	0	       0.227	       0.000	 41.9798549	 -87.6940960                                                                                                                              
IL	17031040300	767452	0	       0.296	       0.000	 41.9768011	 -87.7019748                                                                                                                              
IL	17031040401	385796	0	       0.149	       0.000	 41.9720667	 -87.6860816                                                                                                                              
IL	17031040402	602584	0	       0.233	       0.000	 41.9725450	 -87.6788180                                                                                                                              
IL	17031040600	331259	0	       0.128	       0.000	 41.9668338	 -87.6840181                                                                                                                              
IL	17031040700	358082	0	       0.138	       0.000	 41.9668057	 -87.6940853                                                                                                                              
IL	17031040800	230027	0	       0.089	       0.000	 41.9631627	 -87.6923034                                                                                                                              
IL	17031040900	321854	0	       0.124	       0.000	 41.9631847	 -87.6838544                                                                                                                              
IL	17031050100	334634	0	       0.129	       0.000	 41.9578451	 -87.6763730                                                                                                                              
IL	17031050200	652253	0	       0.252	       0.000	 41.9577405	 -87.6837168                                                                                                                              
IL	17031050300	394731	0	       0.152	       0.000	 41.9576780	 -87.6915186                                                                                                                              
IL	17031050500	652578	0	       0.252	       0.000	 41.9504474	 -87.6835073                                                                                                                              
IL	17031050600	332457	0	       0.128	       0.000	 41.9505466	 -87.6761813                                                                                                                              
IL	17031050700	164326	0	       0.063	       0.000	 41.9450710	 -87.6760595                                                                                                                              
IL	17031050800	162818	0	       0.063	       0.000	 41.9450095	 -87.6809279                                                                                                                              
IL	17031050900	162724	0	       0.063	       0.000	 41.9449466	 -87.6857780                                                                                                                              
IL	17031051000	166636	0	       0.064	       0.000	 41.9413024	 -87.6857317                                                                                                                              
IL	17031051100	162702	0	       0.063	       0.000	 41.9413652	 -87.6808266                                                                                                                              
IL	17031051200	164642	0	       0.064	       0.000	 41.9414214	 -87.6759521                                                                                                                              
IL	17031051300	322017	0	       0.124	       0.000	 41.9359961	 -87.6758403                                                                                                                              
IL	17031051400	358886	0	       0.139	       0.000	 41.9357489	 -87.6809905                                                                                                                              
IL	17031060100	325546	0	       0.126	       0.000	 41.9575311	 -87.6666112                                                                                                                              
IL	17031060200	318279	0	       0.123	       0.000	 41.9579036	 -87.6715175                                                                                                                              
IL	17031060300	319702	0	       0.123	       0.000	 41.9506061	 -87.6713317                                                                                                                              
IL	17031060400	325028	0	       0.125	       0.000	 41.9506732	 -87.6665364                                                                                                                              
IL	17031060500	228281	0	       0.088	       0.000	 41.9527200	 -87.6605008                                                                                                                              
IL	17031060800	181491	65882	       0.070	       0.025	 41.9539590	 -87.6426489                                                                                                                          
IL	17031060900	499066	404435	       0.193	       0.156	 41.9515166	 -87.6417784                                                                                                                         
